Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood_cluster,mood
7653,4KcgeB3zlr1VadVyyRUkGq,Mile Twelve,Bottom Dollar,Bottom Dollar,23,166000,False,0.543,0.468,7,-8.643,1,0.0294,0.51,0.0297,0.311,0.443,135.071,4,bluegrass,1,High Energy
59360,0n7xzlseXIha1RBIyDU5kT,Farzad Golpayegani,Nine,Intergalactic Controversy,4,309537,False,0.511,0.961,7,-9.751,1,0.0693,0.0501,0.865,0.126,0.229,114.984,4,iranian,4,Calm & Instrumental
101364,12Oywn6DYHxxnq1DUFrwRR,Marie Protivová,Pomalu,Pomalu,62,204000,False,0.0656,0.0272,2,-34.766,0,0.0449,0.967,0.956,0.0821,0.0638,68.828,3,sleep,2,Happy & Danceable
110391,033uNwmVzZvXm00CUPBnA0,Robert Miles;Maria Nayler;Robin Hancock,Dreamland,One & One (feat. Maria Nayler),54,239626,False,0.65,0.702,2,-9.085,0,0.0295,0.0534,0.00121,0.0496,0.775,120.057,4,trance,3,Dark & Intense
76212,6NZeTSj7KIvZ4xmKYaAJLB,Andrea Bocelli,Romanza (Remastered),E chiove,26,263468,False,0.432,0.4,1,-7.491,1,0.0331,0.547,0.00448,0.0997,0.186,143.783,4,opera,1,High Energy
24571,3BiYXWRGN8Y9Ot0aQR2B8i,K-Hand,"Acacia Classics, Vol. 3",These Sounds Lead the Way,6,428190,False,0.786,0.56,10,-6.919,0,0.191,1.39e-05,0.804,0.102,0.523,131.012,4,detroit-techno,3,Dark & Intense
4384,60tXDXk5K67J18XNgZ7JZt,Stephan Moccio,Tales Of Solace,Sea Change,52,171213,False,0.458,0.00701,8,-34.755,1,0.0438,0.993,0.948,0.102,0.0939,118.444,3,ambient,2,Happy & Danceable
28341,4sZc1lIErPY5VbcMkEhvCw,Danakil,Rien ne se tait,Monde de fous,32,234613,False,0.814,0.599,10,-6.293,0,0.144,0.0367,0.0,0.438,0.721,78.015,4,dub,3,Dark & Intense
90376,12UVKpqsgfCcMlrAjyQVpY,Virginia Lopez;Fernando Fernandez;Lupita Palomera,Vereda Tropical,Vereda Tropical,34,225426,False,0.693,0.368,9,-13.225,1,0.0266,0.204,1.27e-05,0.139,0.81,107.559,4,rock-n-roll,3,Dark & Intense
46400,2rHfLANXNn5ppnW0jqv8h2,Art Of Fighters;Predator,Still fighting - 15 years of Art of Fighters Hardcore,Hellfire,21,183412,True,0.416,0.991,7,-3.203,1,0.161,0.0808,0.393,0.395,0.255,173.981,4,happy,4,Calm & Instrumental
43449,0jXz6ktBF2fXF0S7fn4UKf,Trazendo a Arca,10 Anos (Edição Comemorativa),Serás Sempre Deus,29,348706,False,0.537,0.685,4,-5.848,0,0.0282,0.01,0.0,0.957,0.163,143.98,4,groove,4,Calm & Instrumental
99355,2r5HFOAuvPhyo0qvY32Dlo,Raghav Chaitanya,Thappad,Ek Tukda Dhoop,40,325821,False,0.513,0.43,0,-8.124,1,0.0271,0.715,0.000228,0.177,0.202,107.825,4,singer-songwriter,1,High Energy
103802,6HAVjFro6OKMcY2xHOP0l7,Shallou,Here,Here,59,192133,False,0.643,0.558,7,-9.681,1,0.0477,0.746,0.209,0.135,0.238,106.95,4,soul,1,High Energy
61646,1Zwi9jkOJbOtjCUCspLAXI,Flower,THIS IS Flower THIS IS BEST,TOMORROW 〜しあわせの法則〜(version2016),20,243026,False,0.47,0.745,6,-3.909,1,0.0329,0.189,2.05e-06,0.119,0.281,162.041,4,j-idol,4,Calm & Instrumental
36886,4AAuHpqSjH9B0SENHuqzIw,Vald,NQNT33,No Tube Zone,33,139939,True,0.766,0.859,6,-4.006,0,0.105,0.0548,0.0,0.218,0.641,154.995,4,french,3,Dark & Intense
9679,18sMrc6WLXCCxG1i8BLpCz,Palavrantiga,Esperar é Caminhar,Vem Me Socorrer,45,334622,False,0.552,0.574,4,-8.179,1,0.0371,0.387,0.0,0.178,0.486,105.98,4,brazil,1,High Energy
50446,1TEdfKUfNOrEFAN9THfap3,OConnor,Un lugar que nunca muere (Vol. 1),Se extraña araña,23,249106,False,0.343,0.857,7,-4.908,1,0.043,9.74e-05,0.00545,0.149,0.568,136.999,4,heavy-metal,4,Calm & Instrumental
39752,2IJftBfq7pJ43tfnOR0RB3,Nena,Nena,99 Luftballons,27,231466,False,0.636,0.467,4,-10.1,1,0.0421,0.0915,1.7e-06,0.117,0.58,96.639,4,german,3,Dark & Intense
42726,35U3FGUIyiuWDA6GChxDSo,Iron Lung,Life. Iron Lung. Death.,Condemned,13,41320,False,0.255,0.993,1,-5.209,1,0.195,5.7e-06,0.814,0.477,0.0262,72.445,3,grindcore,4,Calm & Instrumental
61107,2WKSUjEXIWSvdtLF36G9IF,Momoiro Clover Z,MOMOIRO CLOVER Z,ロードショー,28,267533,False,0.681,0.946,10,-1.719,0,0.0419,0.0327,0.000308,0.108,0.741,128.008,4,j-idol,3,Dark & Intense
12789,3VaVkNlfxNtgXK8AH9DLnN,Danny Chan;Joe Wong;Tom Brown,我愛經典系列 - 陳百強 (Danny Chan),永恆的愛,19,297333,False,0.435,0.323,2,-9.711,1,0.0318,0.779,0.000274,0.241,0.106,77.386,4,cantopop,1,High Energy
1010,0pY5jjQucjJg3pqAbHhGkW,Criolo,Nó na Orelha,Sucrilhos,46,240226,False,0.788,0.574,0,-9.068,1,0.319,0.0626,0.0,0.203,0.764,160.027,4,afrobeat,3,Dark & Intense
35753,3EJxspU2R7r2TypgxIEQa3,Danieze Santiago,O Que Você Sempre Negou,O Que Você Sempre Negou,37,204086,False,0.729,0.609,0,-5.049,1,0.0336,0.685,0.0,0.556,0.612,124.971,4,forro,3,Dark & Intense
22901,4obj5sXvj0OJsoSsHjEdNs,In Element,Lyra,The Innocence,36,261365,False,0.51,0.949,5,-7.061,0,0.114,0.000515,0.000619,0.387,0.173,102.526,4,death-metal,4,Calm & Instrumental
50173,5IT6Ke201tHHJnRAMbTYWE,Almafuerte,En Vida,Atravesando Todo Limite,29,245200,False,0.435,0.93,4,-6.488,0,0.0816,8.3e-05,0.0174,0.642,0.345,124.947,4,heavy-metal,4,Calm & Instrumental
40627,33Co3y1LoRPN3E643RTvAW,Marcos Antônio,Perfil do Louvor,O Galileu,39,279824,False,0.616,0.667,9,-5.814,1,0.0312,0.666,0.0,0.201,0.526,108.143,4,gospel,1,High Energy
11506,46jFeLj6khIo9v5RJTpdPO,Tara Lily,Hotel Amour,Hotel Amour,42,153000,False,0.607,0.678,11,-5.217,0,0.0519,0.02,5.72e-05,0.107,0.234,76.996,4,british,4,Calm & Instrumental
112876,3BXKbNQdmtwx96VMvCy4xg,Sagopa Kajmer,Ahmak Islatan,Ahmak Islatan - 2017 Edit,37,226843,False,0.752,0.711,1,-5.342,1,0.0716,0.0356,0.0,0.116,0.489,89.984,4,turkish,3,Dark & Intense
65800,2BWd1qRu8mc6H0HbDtn8Dr,PSY,VIP DJ,Gentleman,50,194546,False,0.878,0.723,3,-3.334,0,0.102,0.00227,0.0,0.0516,0.619,126.01,4,k-pop,3,Dark & Intense
83556,4INPxj4b3JlNRrTVoptRC6,Martin Garrix;Firebeatz,Helicopter,Helicopter - Video Edit,36,206449,False,0.584,0.96,7,-4.492,0,0.0379,0.0104,0.516,0.175,0.165,128.003,4,progressive-house,4,Calm & Instrumental
36595,7qFW8kp1WUn3nvWYDjhqI6,100 Blaze,RAP MUSCULATION RENTRÉE 2022,D.S.C.P,0,156653,True,0.771,0.456,10,-11.036,0,0.439,0.122,0.0,0.136,0.607,148.062,4,french,0,Chill & Acoustic
9549,18wdzUDXJyfXU0TmI9ePvy,Zé Ramalho,Zé Ramalho Ao Vivo 2005,Garoto de Aluguel (Taxi Boy) [Ao Vivo],45,296960,False,0.551,0.835,6,-8.013,0,0.0366,0.00599,0.000124,0.921,0.432,96.238,4,brazil,4,Calm & Instrumental
9026,0hD0KWK4te47pXBRJXVbY4,Aline Barros,Deus do Impossível (Ao Vivo em Mojave Desert),Deus do Impossível (Ao Vivo em Mojave Desert),52,209293,False,0.326,0.429,7,-8.561,1,0.0358,0.51,7.85e-06,0.114,0.148,136.186,5,brazil,1,High Energy
37869,0mmOUnRRdEyGNDtYDXmRSF,Salvador Da Rima;Mc Kadu;Dj Victor,Nosso Jeito,Nosso Jeito,43,176000,False,0.846,0.517,0,-9.115,1,0.237,0.451,0.0,0.0922,0.208,119.909,4,funk,1,High Energy
466,1YnLthg0HOs8YTzgN5hVh2,Kina Grannis;Imaginary Future,God Only Knows,God Only Knows,55,136542,False,0.658,0.125,8,-15.901,1,0.0323,0.877,0.0,0.287,0.507,106.686,4,acoustic,1,High Energy
19646,4LILQ0tq8SoF29dkAX6RXf,Joe Diffie,16 Biggest Hits,Pickup Man,46,216400,False,0.712,0.745,7,-7.141,1,0.0389,0.408,0.0,0.346,0.843,140.621,4,country,3,Dark & Intense
45172,550MEmYcTFJMnIPzcnbvmo,Brasil Guitar Duo,Bom Partido,Doce de Coco,28,288226,False,0.389,0.505,7,-13.613,1,0.042,0.959,0.929,0.109,0.764,164.292,4,guitar,2,Happy & Danceable
75963,7xzHtMtHi6sdimkYCfPvbw,Jim Brickman,Soothe: Music To Quiet Your Mind & Soothe Your World (Vol. 1),Seaside,19,265534,False,0.134,0.113,5,-20.493,1,0.0398,0.955,0.98,0.161,0.0876,172.762,5,new-age,2,Happy & Danceable
9592,6b4KNIsMmd3J5pR9BG2pes,Rosa de Saron,Acústico,As Dores do Silêncio,44,264240,False,0.651,0.47,11,-7.977,1,0.0301,0.0875,0.0,0.0936,0.334,123.793,4,brazil,1,High Energy
1584,3q4Nj8MNPkiESXmnBnJc97,Jor'dan Armstrong,52 Weeks of Summer,I'm Wit It,20,217720,False,0.82,0.587,6,-6.91,1,0.0736,0.231,0.0,0.117,0.55,100.014,4,afrobeat,3,Dark & Intense
98914,3GndP4EReJb9DdA4ByUZeF,Ben Platt,Reverie,childhood bedroom,48,197979,False,0.733,0.62,2,-6.393,1,0.0439,0.629,0.0,0.0973,0.267,114.919,4,show-tunes,1,High Energy
113079,1L4MQJhKyrw0XiF0n0C2hL,Chris Tomlin;Lady A,Chris Tomlin & Friends,Who You Are To Me (feat. Lady A),57,230360,False,0.586,0.791,1,-4.761,1,0.0346,0.255,0.0,0.112,0.305,96.033,4,world-music,4,Calm & Instrumental
42252,4ZxIfbR45MvOfCMKNez7pX,Trap Them,Blissfucker,Gift and Gift Unsteady,15,192551,False,0.326,0.962,0,-3.193,1,0.0696,9.14e-06,0.908,0.608,0.331,133.908,4,grindcore,4,Calm & Instrumental
32424,795ntGQvEyO5EunX25elIp,Mordrez,Won't Leave You Behind,Won't Leave You Behind,43,212859,False,0.501,0.798,2,-4.485,1,0.0412,0.336,2.31e-06,0.0633,0.167,135.005,4,electronic,4,Calm & Instrumental
10439,039KJdHDEFlY8jvPNkKJZM,Roni Size,New Forms,Change My Life,15,507333,False,0.706,0.975,10,-8.009,0,0.102,0.00367,0.895,0.0602,0.476,164.822,4,breakbeat,4,Calm & Instrumental
24246,4PGkzWsCmmUpwTsQPMFRCq,Jeff Mills,Three Ages,Dagma,11,330760,False,0.685,0.468,10,-17.205,0,0.0401,0.00527,0.902,0.0706,0.648,124.756,5,detroit-techno,2,Happy & Danceable
52599,156u02R79yLMycBxoLAzhS,George Jones;Tammy Wynette,George Jones and Tammy Wynette - 16 Biggest Hits,God's Gonna Get 'Cha (For That),13,160360,False,0.75,0.524,5,-11.127,1,0.0603,0.791,0.0,0.657,0.962,105.563,4,honky-tonk,1,High Energy
108221,4IuqWRemcIxRUnEvEq7WAW,Alfredo De Angelis;Oscar Larroca;Carlos Dante,Tango Classics 062: Como nos cambia la vida,Prohibido,22,174792,False,0.466,0.425,9,-6.772,0,0.0316,0.975,6.15e-06,0.171,0.729,125.354,4,tango,1,High Energy
66116,40OHlrykUVxbIp1OUcOr3U,Coach Kody,DRACULA: A Children's Story,DRACULA: A Children's Story,18,312402,False,0.605,0.269,4,-12.945,1,0.491,0.67,0.0,0.113,0.693,179.225,3,kids,0,Chill & Acoustic
76290,5Gad2CfMEtyZHVlvjAzQzY,Andrea Bocelli,Il Mare Calmo Della Sera (Remastered),Miserere,25,253514,False,0.233,0.473,2,-7.531,1,0.0351,0.671,7.27e-06,0.0972,0.154,147.773,3,opera,1,High Energy
74825,5XlFxvuFcBg4mpf4ECHap9,Nando Reis,Luau (Ao Vivo Em São Paulo / 2007),Por Onde Andei - Ao Vivo Em São Paulo / 2007,40,239520,False,0.385,0.824,0,-6.891,1,0.0524,0.178,0.0,0.756,0.749,177.73,4,mpb,4,Calm & Instrumental
49267,5U8ciuvj0LDMk9h66NhwzR,Hard Driver,Rise Again (Defqon.1 2022 Closing Theme),Rise Again (Defqon.1 2022 Closing Theme),55,237057,False,0.301,0.863,9,-5.023,0,0.0884,0.0959,0.0146,0.0631,0.159,155.086,4,hardstyle,4,Calm & Instrumental
6998,58Tlvz5XeWM3SZUYZcKCNt,Kvelertak,Nattesferd,Ondskapens Galakse,17,333506,False,0.363,0.854,2,-7.445,1,0.0397,8.93e-05,0.8,0.262,0.489,116.628,4,black-metal,4,Calm & Instrumental
77595,2PYMEHAGYp28l3t0iBYglI,Kamisa 10,"Pagode do K10 (Ao Vivo em Goiânia), Vol. 1",Só Penso no Lar / Mande um Sinal / Porradão / Modo Avião - Ao Vivo,44,457612,False,0.35,0.75,5,-6.803,1,0.0697,0.701,6.54e-05,0.436,0.463,159.395,4,pagode,1,High Energy
105703,5ABxYELhyp9nIHqCADcRSD,Skinny Cap,Black Foam,Black Foam,33,123428,False,0.615,0.466,6,-9.607,0,0.0322,0.301,0.00382,0.249,0.428,140.071,4,study,1,High Energy
4020,5DZNSYxhFA1WA9WEJg9TNY,Cigarettes After Sex,EP I.,Dreaming of You,63,322218,False,0.298,0.398,7,-14.911,1,0.0365,0.549,0.105,0.136,0.174,64.135,3,ambient,1,High Energy
94889,63hcZI0I4dinNwIevUADXm,Chri$tian Gate$,Love No One,Love No One,53,113502,False,0.776,0.3,1,-9.614,0,0.0641,0.845,0.0,0.168,0.719,128.817,4,sad,1,High Energy
2717,5w6B0sAH7XauCvMOAtplQj,Barns Courtney,The Attractions Of Youth,Fire,65,197520,False,0.548,0.64,10,-6.285,0,0.0306,0.21,0.000328,0.08,0.392,108.326,4,alt-rock,4,Calm & Instrumental
77733,7AbWuxhd0aQrrdqNSKuoST,Nosso Sentimento,Assim!,Sonho de Amor,42,234173,False,0.568,0.651,1,-6.701,0,0.0404,0.767,0.0,0.257,0.652,146.021,4,pagode,1,High Energy
90233,1zyUjykhD5NjcGs5EFIqPK,Enrique Guzmán & Teen Tops,El rock de la cárcel (Remastered),El Rock de la carcel - Remastered,38,132048,False,0.45,0.739,9,-6.93,0,0.0334,0.762,0.0,0.0358,0.938,95.155,4,rock-n-roll,3,Dark & Intense
50546,20MbFadCkGIjIMELFz6e6x,Malon,Espíritu Combativo,Los Ojos del Niño - Bonus Track,23,326367,False,0.549,0.95,11,-3.209,0,0.046,7.76e-05,0.778,0.0901,0.433,128.017,4,heavy-metal,4,Calm & Instrumental
74620,2mv9PHG9s9WpZpnszQTQzw,Palavra Cantada,Bafafá,Passeio do Bebê,41,141921,False,0.725,0.414,6,-9.249,0,0.067,0.583,0.000253,0.0908,0.917,59.951,4,mpb,1,High Energy
26220,1qmbTDJCc5APS5nYBO7D94,Carlo Boszhard,Olaf's Frozen Avontuur (Originele Nederlandstalige Soundtrack),Die tijd van het jaar (Reprise),27,52693,False,0.186,0.103,1,-17.707,1,0.0453,0.92,0.00043,0.0679,0.257,175.573,3,disney,2,Happy & Danceable
36690,2A6DhFsTv4TRNNG7ua7pbt,Renaud,Renaud (Deluxe Version),Héloïse,32,131786,False,0.561,0.527,9,-8.424,1,0.0295,0.651,0.0,0.11,0.647,95.917,4,french,1,High Energy
69210,4ITlckASNAmB8JE0u7Fm3T,Job Kurian,Mulla (From Hope Project),Mulla (From Hope Project),37,281826,False,0.325,0.288,11,-11.725,1,0.0364,0.537,1.79e-05,0.313,0.17,175.469,4,malay,1,High Energy
17337,0dgAEW5nCROeM4vr5dtq3Z,DJ Taj;Jdub,New Freezer (Jersey Club),New Freezer (Jersey Club),20,128104,True,0.886,0.584,5,-11.021,0,0.369,0.00809,4.33e-05,0.135,0.392,150.039,4,club,3,Dark & Intense
76701,3atLXGhWeNmJzvIfwMK3nj,Patrizio,"Annalisa, vol. 10",Si malamente,20,272626,False,0.406,0.545,7,-6.962,0,0.0266,0.342,0.0,0.107,0.196,90.049,4,opera,1,High Energy
21478,3PnkEOvEKu7s2qQJ5mHpNl,Wande Coal,Come My Way,Come My Way,57,208718,False,0.9,0.762,2,-5.035,1,0.0372,0.742,0.00246,0.0681,0.802,113.006,4,dancehall,3,Dark & Intense
42563,4rG8KKvru0N6eXRvMQDNR3,Cephalic Carnage,Anomalies,Kill for Weed,12,137706,False,0.313,0.768,1,-7.539,1,0.0772,0.00457,0.0687,0.175,0.0389,115.987,3,grindcore,4,Calm & Instrumental
18863,6DPl2JQGyXlACUgi90WHfV,Marc Maron,Thinky Pain,Born a Jew,20,178494,True,0.623,0.688,11,-10.743,0,0.943,0.925,0.0,0.889,0.533,69.634,3,comedy,0,Chill & Acoustic
34559,62HaoHvXC4wbw3yZD40Um4,Papon,Sinaaki Osinaaki,Aeibeli Hok,35,279536,False,0.678,0.799,9,-7.313,1,0.0454,0.405,0.000126,0.124,0.57,96.012,4,folk,3,Dark & Intense
113289,4Ma9gBNyCW8tbr8NMMPyEs,Hillsong Worship;Darlene Zschech,In Jesus' Name: A Legacy of Worship & Faith,Shout to the Lord,44,277272,False,0.377,0.412,9,-7.579,1,0.0255,0.222,0.0,0.118,0.261,76.009,4,world-music,1,High Energy
93781,41N3Un7cXuEVtT8GwmheVb,Vladimir Nechaev;Владимир Бунчиков,Три брата (1941 - 1961),"Спасибо, Великий Учитель",0,187128,False,0.333,0.245,5,-14.394,1,0.0392,0.949,9.64e-06,0.532,0.373,88.596,4,romance,1,High Energy
18539,1Bpx2MCQg7ZPDtqItp5KV3,Ron White,Truckstop Comedy,Tickler,23,65920,True,0.587,0.406,10,-18.515,1,0.927,0.919,0.0,0.751,0.48,123.621,1,comedy,0,Chill & Acoustic
7737,73EFmhx2tU7sN9YvnegEj0,Trampled by Turtles,Stars and Satellites,Don't Look Down,22,199666,False,0.514,0.749,2,-6.915,1,0.0333,0.501,0.947,0.215,0.756,132.218,4,bluegrass,4,Calm & Instrumental
69120,0W24JKOTS0dFgphHVP1Vc6,Sajeer Koppam,Ente Valapottugal,Ente Valapottugal,42,275373,False,0.256,0.442,0,-13.337,1,0.0652,0.698,0.0,0.118,0.241,87.152,4,malay,1,High Energy
15286,3oVGjguICRU4UVS1ZPwH2D,Ant Saunders;Audrey Mika,Yellow Hearts (feat. Audrey Mika),Yellow Hearts (feat. Audrey Mika),55,180672,False,0.816,0.401,7,-8.041,1,0.22,0.464,0.0,0.0657,0.678,129.041,4,chill,3,Dark & Intense
28077,1ONKjaDIhaRpfXZM6Aissj,Far Out;Karra,On My Own,On My Own,51,270224,False,0.403,0.779,4,-2.981,1,0.0535,0.125,7.7e-05,0.385,0.103,145.084,4,dub,4,Calm & Instrumental
65597,6za4Yd70PSnqDKFFgILoyR,Yuvan Shankar Raja,Chennai-600028 (Original Motion Picture Soundtrack),Natpukulle,48,155480,False,0.787,0.388,0,-9.631,1,0.0327,0.0467,2.33e-05,0.113,0.762,114.955,4,k-pop,3,Dark & Intense
76093,7z24lughlSF6j1O99tyRSW,Gaetano Donizetti;Vincenzo Ciliberti,CD 1 I CLASSICI,Lucia di Lammermoor - Scena della pazzia,0,879905,False,0.221,0.402,3,-9.277,1,0.0375,0.988,0.834,0.161,0.0374,100.233,4,opera,2,Happy & Danceable
52491,1dKTXQZrDZIJRBapBzTegI,Hank Williams,The Complete Hank Williams,Jesus Died For Me,13,146533,False,0.48,0.18,0,-12.29,1,0.0375,0.931,0.0,0.316,0.519,158.786,4,honky-tonk,1,High Energy
80747,4Tq1eNoLWXqJsizbNnobSz,A.R. Rahman;Yogi Sekar,"Devaralan Aattam (From ""Ponniyin Selvan Part-1"") [Original Motion Picture Soundtrack]","Devaralan Aattam (From ""Ponniyin Selvan Part-1"")",58,273228,False,0.828,0.707,8,-9.517,1,0.362,0.303,0.0,0.0646,0.441,141.096,3,pop-film,3,Dark & Intense
91371,077QV0UtmRfVEw6kFvminm,Bryan Adams,90's Music Grandi Successi,(Everything I Do) I Do It For You,2,394133,False,0.526,0.365,1,-12.605,1,0.028,0.0775,1.37e-05,0.0618,0.254,131.251,4,rock,1,High Energy
39784,0vXE8HKTpzmE6uB7SLTt7T,Die Toten Hosen,Auf dem Kreuzzug ins Glück (Deluxe-Edition mit Bonus-Tracks),All die ganzen Jahre,38,206840,False,0.514,0.867,4,-5.822,0,0.036,0.000429,1.37e-06,0.0922,0.248,120.122,4,german,4,Calm & Instrumental
32696,3lMlSynE32bYB7OJVO4okZ,CA7RIEL,EL DISKO,SIN SUBLOW,36,107896,False,0.613,0.849,11,-2.597,0,0.209,0.214,1.19e-06,0.293,0.717,69.871,4,electronic,3,Dark & Intense
80407,5TJOAIWHRYW8pRBpnvLUo1,Arijit Singh,1920 Evil Returns,Uska Hi Banana,61,327029,False,0.563,0.689,0,-4.294,0,0.0262,0.294,0.0,0.288,0.321,101.94,4,pop-film,4,Calm & Instrumental
5016,5kKloaKFvAuDNFi8m52hxy,MUSASHI PROJECT,NARUTO -ナルト- オリジナルサウンドトラック,NARUTO Main Theme,56,266920,False,0.525,0.766,4,-8.448,0,0.0438,0.00634,0.00235,0.125,0.383,119.974,4,anime,4,Calm & Instrumental
4523,0u29aq3WAdLlPtIyH7igv8,Bicep,Water,Waterfall,53,291944,False,0.518,0.933,4,-5.41,0,0.0355,0.0524,0.985,0.131,0.372,129.997,4,ambient,4,Calm & Instrumental
69195,4lrKVSLsKc7R8ggs1SX08n,Job Kurian;Rita,Urumi (Original Motion Picture Soundtrack),Aaranne Aaranne,39,164213,False,0.6,0.358,11,-9.434,1,0.745,0.772,2.61e-05,0.359,0.688,171.739,3,malay,0,Chill & Acoustic
73935,5X92y382eZejxxp4KjWaJG,Jan Jelinek,La Nouvelle Pauvreté,Music To Interogate By,17,368893,False,0.657,0.667,7,-11.146,1,0.0321,0.0418,0.887,0.385,0.493,123.757,4,minimal-techno,4,Calm & Instrumental
107850,67BBiapzLQa1txu158RS3S,Tove Lo;Oliver Nelson,Truth Serum,Habits (Stay High) - Oliver Nelson Remix,43,252093,False,0.784,0.789,0,-4.209,0,0.0634,0.0388,0.00697,0.0977,0.478,115.997,4,synth-pop,3,Dark & Intense
92872,4Vng7f02Hz7XvPFsC1qFjl,Herman's Hermits,"A's, B's & EP's",I'm into Something Good,54,153240,False,0.589,0.451,0,-8.19,1,0.0315,0.822,1.25e-06,0.151,0.734,134.082,4,rockabilly,1,High Energy
35342,7mdclgEREBeEcIbGxIchcF,Priscila Senna,O Choro é Livre,O Choro é Livre,44,219742,False,0.564,0.622,5,-5.039,1,0.0281,0.664,0.0,0.0967,0.452,141.925,4,forro,1,High Energy
46356,0nwguQxcQITOnTonBDXSq6,S3RL;ExaMelodica,Feel the Melody,Feel the Melody - ExaMelodica Remix,40,416194,False,0.498,0.985,8,-3.67,0,0.179,0.000118,0.529,0.254,0.0393,180.002,4,happy,4,Calm & Instrumental
2018,1yZWmKmLfTrFCxHvhFsdoN,The Killers;Phoebe Bridgers,The Greatest Rock Tunes 2022,Runaway Horses - Abridged,0,204466,False,0.499,0.223,9,-15.253,1,0.0338,0.912,0.0,0.0962,0.304,129.291,5,alt-rock,1,High Energy
4699,7blNhlXimy77PduXyWtmcI,Julien Baker;Phoebe Bridgers;Lucy Dacus,boygenius,Salt In The Wound,55,251469,False,0.417,0.361,2,-7.59,1,0.0301,0.0204,0.00167,0.0999,0.285,62.532,3,ambient,1,High Energy
46566,044n1Lfr8IydWNPFYPfxoo,Interactive,Who Is Elvis ?,Who Is Elvis ? - Radio Version,20,233216,False,0.627,0.899,0,-9.722,1,0.0351,6.67e-05,0.798,0.247,0.646,131.979,4,happy,4,Calm & Instrumental
73168,63mBIczqBJOxSs3y5JutUR,Solomun;ÄTNA,Nobody Is Not Loved,Tuk Tuk (feat. ÄTNA),18,253825,False,0.861,0.774,6,-6.177,0,0.0755,0.0116,0.0322,0.0534,0.777,122.008,4,minimal-techno,3,Dark & Intense
82319,700PKIY07tMUJjSb2stekx,The Falcon,Gather Up The Chaps,Hasselhoff Cheeseburger,26,125801,False,0.52,0.903,1,-6.719,0,0.109,0.000584,0.0559,0.0831,0.447,105.15,4,power-pop,4,Calm & Instrumental
34467,3XkHoKChJh6hM6taoqM04o,Raghu Dixit,Siddhartha,Ninninda Dooraagi,37,230802,False,0.712,0.585,9,-4.291,1,0.0276,0.309,0.000283,0.308,0.217,114.939,4,folk,1,High Energy
66528,6OoxPCCi2pICdzt4GngJMd,Koo Koo Kanga Roo;Slug,Celebrate This!,Leftovers,11,169942,False,0.717,0.796,6,-6.809,0,0.178,0.0706,0.0,0.0506,0.814,173.025,4,kids,3,Dark & Intense
62793,3Sk2OkGplr7A5OvmLjTcQJ,Skypeace,青青ソラシドリーム(Selected Edition),オタパリパーティー,37,279986,False,0.63,0.992,9,-2.316,1,0.104,0.0775,5.22e-06,0.102,0.671,128.036,4,j-pop,3,Dark & Intense
73219,1XdOmwUJMLTM4PLfDdGlCF,Marc Romboy,ASW is Live EP1,Gangwon,0,390000,False,0.739,0.689,10,-10.108,0,0.076,0.0562,0.922,0.111,0.0396,129.982,4,minimal-techno,4,Calm & Instrumental
54623,0wY9cUFQWQL0V4R3RHXV2w,Lexaunculpt,The Blurring Of Trees,Has Been Trying Not To Wonder,10,475080,False,0.486,0.532,0,-11.561,0,0.11,0.665,0.663,0.16,0.336,98.278,4,idm,1,High Energy
108451,1BlKIFOIPRWYoaZaVM1GRC,Carolina Winograd,Soledad,Soledad,20,231373,False,0.367,0.29,11,-9.697,0,0.0356,0.85,0.000159,0.0996,0.273,89.494,5,tango,1,High Energy
46999,2VniQl2RoRJNEKBu2uTg9d,Lawineboys,Altijd Blijven Zingen,Altijd Blijven Zingen,16,204220,False,0.485,0.936,9,-2.328,1,0.119,0.00116,0.00161,0.356,0.602,145.072,4,happy,4,Calm & Instrumental
85282,3gMSrAoq11yx5JdrMmereP,Soda Stereo,Ruido Blanco (Remastered),Vita-Set - Remasterizado 2007,43,266826,False,0.271,0.978,11,-4.654,0,0.178,0.0893,0.588,0.96,0.474,178.936,4,punk-rock,4,Calm & Instrumental
103780,4iWytemcQqCczcPPpT0L0P,The Elgins,Hitsville USA - The Motown Singles Collection 1959-1971,Heaven Must Have Sent You - Mono Single,44,152933,False,0.656,0.523,2,-9.341,0,0.0287,0.305,1.42e-06,0.102,0.681,139.0,4,soul,3,Dark & Intense
34273,3vFP6bzYmxT2DBP9IyZr38,Raghu Dixit,Janatha Garage,Rock On Bro,41,247775,False,0.608,0.762,9,-4.036,0,0.062,0.0629,0.00148,0.0986,0.621,164.055,4,folk,3,Dark & Intense
6793,35yP1TSFgoKhDyo5HQOl73,Rotting Christ,A Dead Poem,Between Times,17,303466,False,0.506,0.941,11,-6.53,0,0.0408,1.69e-05,0.093,0.196,0.262,129.078,3,black-metal,4,Calm & Instrumental
5856,6JygrgxtMOiBWG4QJrDiTB,PianoDeuss,Kioku (Yosuga No Sora Original Soundtrack),Kioku (Yosuga No Sora Original Soundtrack),41,196960,False,0.427,0.0419,11,-26.576,0,0.0517,0.984,0.864,0.175,0.198,108.137,4,anime,2,Happy & Danceable
